user,sexo,uf,idade,dias,pviews,visitas,tempo_total,device,blog_cartola,cartola_status,horas_engajamento_futebol,horas_engajamento_outros_esportes,horas_engajamento_home
57299064,M,Minas Gerais,37.0,3,3,3,0.0375,pc_only,0.025,cartola_free,0.0125,0.0,0.0
57299623,M,Sao Paulo,17.0,3,5,3,0.05134722219573127,pc_e_m,0.0,cartola_free,0.025,0.0,0.013847222195731269
57300535,NA,Sao Paulo,,19,65,25,2.1975605554713145,pc_e_m,0.11789805551369985,cartola_free,0.9063630555735694,0.3023194444179535,0.10138555553224352
57300752,NA,Minas Gerais,,15,68,30,1.8746847219599618,pc_e_m,0.054088611072964136,cartola_free,1.600104444358084,0.09557861109574636,0.09487333324220446
57301344,M,Rio de Janeiro,21.0,2,5,2,0.07381888886292776,pc_only,0.0,cartola_free,0.032902777791023255,0.0,0.0409161110719045
57302442,NA,Minas Gerais,,3,6,4,0.065939722193612,pc_only,0.012931666639116076,cartola_free,0.0125,0.025,0.015508055554495918
57302624,NA,Rio de Janeiro,,7,36,17,1.1221808333529366,pc_e_m,0.052320277757114834,cartola_free,1.0437352777851951,0.0,0.01086305558681488
57302890,M,Rio de Janeiro,31.0,9,69,13,2.2324647223287157,pc_e_m,0.27005388895670573,cartola_free,1.731479444503784,0.01431888891590966,0.12510361115137736
57304489,M,Parana,28.0,1,4,1,0.05243166671858893,pc_only,0.05243166671858893,cartola_free,0.0,0.0,0.0
57304783,M,Espirito Santo,36.0,3,4,4,0.05,m_only,0.025,cartola_free,0.025,0.0,0.0
57304817,NA,Minas Gerais,,1,1,1,0.0125,m_only,0.0,cartola_free,0.0125,0.0,0.0
57305615,NA,Rio de Janeiro,,9,20,11,0.16351222223705716,pc_only,0.09067777779367235,cartola_free,0.0125,0.0,0.0603344444433848
57305686,M,Rio Grande do Norte,19.0,1,2,1,0.012600833376248677,m_only,0.012600833376248677,cartola_free,0.0,0.0,0.0
57307230,M,Espirito Santo,27.0,5,7,5,0.07236694441901313,pc_only,0.0,cartola_free,0.025,0.0125,0.034866944419013134
57310781,M,Piaui,18.0,1,1,1,0.0125,m_only,0.0,cartola_free,0.0125,0.0,0.0
57310859,M,Rio Grande do Sul,32.0,3,4,3,0.34020249995920393,pc_e_m,0.0125,cartola_free,0.3277024999592039,0.0,0.0
57310945,NA,Sao Paulo,,14,25,17,0.45534583336777157,m_only,0.0,cartola_free,0.15876666671699946,0.1034697222047382,0.15369944446616704
57311104,M,Pernambuco,32.0,7,27,8,0.7723252777258555,pc_only,0.0,cartola_free,0.387343055539661,0.07547361108991835,0.2845086110962762
57313570,M,Sao Paulo,27.0,13,44,16,0.541232222252422,pc_only,0.09695833332008785,cartola_free,0.11901444441742368,0.0,0.3252594445149104
57314156,M,Espirito Santo,17.0,3,7,5,0.22672527776824103,m_only,0.0,cartola_free,0.06962250000900692,0.0,0.15710277775923412
57317118,M,Sao Paulo,20.0,5,9,6,0.31103638894028135,m_only,0.0,cartola_free,0.18753361112541622,0.0,0.12350277781486511
57321254,NA,Parana,,1,1,1,0.0125,m_only,0.0125,cartola_free,0.0,0.0,0.0
57321938,NA,Minas Gerais,,4,12,5,0.4442730555931727,m_only,0.18068916671805912,cartola_free,0.0483458333545261,0.0,0.2152380555205875
57322629,M,Rio de Janeiro,26.0,2,7,2,0.4986669445037842,pc_only,0.0,cartola_free,0.47014388892385695,0.0,0.028523055579927233
57322831,NA,NA,,1,1,1,0.0125,pc_only,0.0125,cartola_free,0.0,0.0,0.0
57325129,M,Rio de Janeiro,52.0,2,6,3,0.040272499985165064,pc_only,0.025,cartola_free,0.013003888858689203,0.0,0.002268611126475864
57325416,NA,NA,,4,6,4,0.12358194443914626,pc_only,0.0,cartola_free,0.0125,0.05571638888782925,0.042865555551317006
57325521,NA,Sao Paulo,,4,15,4,0.3086444444126553,pc_e_m,0.16472694443331826,cartola_free,0.0758308333158493,0.0,0.06808666666348775
57325753,M,Sao Paulo,39.0,17,37,22,0.6098702778418859,pc_only,0.5973702778418859,cartola_free,0.0,0.0125,0.0
57325871,NA,Rondonia,,6,13,7,0.9263327776723438,m_only,0.0125,cartola_free,0.845951388809416,0.0125,0.0125
57326277,M,Rio Grande do Sul,24.0,4,5,4,0.05015027781327566,m_only,0.05015027781327566,cartola_free,0.0,0.0,0.0
57327438,M,Pernambuco,28.0,4,6,5,0.07068583336141375,m_only,0.07068583336141375,cartola_free,0.0,0.0,0.0
57328003,M,Rio de Janeiro,21.0,1,2,1,0.013122777806388007,pc_only,0.013122777806388007,cartola_free,0.0,0.0,0.0
57328377,M,Sao Paulo,10.0,5,8,5,0.07944805555873447,pc_only,0.07944805555873447,cartola_free,0.0,0.0,0.0
57330192,F,Rio Grande do Sul,19.0,8,12,11,0.14408361110422346,m_only,0.075,cartola_free,0.05,0.019083611104223464,0.0
57330973,NA,Sao Paulo,,8,16,9,0.5756788888904784,pc_only,0.5756788888904784,cartola_free,0.0,0.0,0.0
57331435,NA,Sao Paulo,,5,17,8,0.5095969444513321,pc_only,0.03912722223334842,cartola_free,0.40241861118210687,0.0,0.0680511110358768
57335569,NA,NA,,2,9,2,0.842815833290418,pc_only,0.41043499999576144,cartola_free,0.029245277775658503,0.0,0.40313555551899805
57338122,NA,NA,,1,1,1,0.0125,m_only,0.0,cartola_free,0.0,0.0,0.0125
57338584,NA,Sao Paulo,,14,37,22,0.5785905556546317,m_only,0.5522925001382828,cartola_free,0.0,0.0,0.0037447222073872886
57338690,NA,Parana,,1,3,1,0.3388647221856647,pc_only,0.0,cartola_free,0.21941916664441427,0.0,0.11944555554125044
57338777,NA,Minas Gerais,,1,1,1,0.0125,m_only,0.0125,cartola_free,0.0,0.0,0.0
